,Unnamed: 0,review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours
16179,1663045,0bUyWQOiow-U1_HoRVWzcg,46Wi08T5D3phf3SMgi7U3w,LO5yBY9uoowtq7FsaKPJXA,4,2,1,1,"A while back I started a burger thread on Yelp asking Philadelphians where their favorite burger in the city came from. I got a lot of answers and Kraftwork was among those mentioned; however, it slid to the back of my mind and I sorta forgot about Kraftwork for a while. Fast forward about a year and I find myself here. 

We had attended the Philly Beer Expo at the Naval Yard earlier in the day and met up with a friend who lived in Fishtown. She was nice and sober enough to drive us back to her place where we sobered up. We asked her if we could grab a bite to eat before heading back to Jersey and she suggested Kraftwork. ""Oh I've heard of them!"" I said, but I couldn't drum up where or when I had heard of them. 

We get to the bar, I open the menu, and then it hits me when I look at the list of burgers. ""I heard that the burgers were good here"" I drunkly thought to myself (or maybe I said it out loud, I can't quite say). I opted for the Kraftwork burger with cheddar (I think) and bacon red onion marmalade (that's right bacon red onion marmalade). Just typing it now has me drooling again, so you can only imagine my enthusiasm for this condiment. 

Needless to say the burger was cooked just right and the bacon red onion marmalade was absolutely delicious. Come to think of it, even if the burger was bad, I don't think I would've noticed because I was still in post-beer fest awe at the deliciousness of this creation. I did not order a beer, but word on the street is that they have a pretty nifty tap selection, so I will be sure to return for that. 

Good food with good service for a decent price has made me a fan of Kraftwork. Next time I am in Fishtown, I will not hesitate to stop on in.",2013-06-12 22:30:09,Kraftwork,541 E Girard Ave,Philadelphia,PA,19125,39.9714957,-75.1273589,4.0,559.0,1.0,"{'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True'}","Gastropubs, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-20:0'}"
22149,2413740,z0kEPu1D7gfNLsmMnhJTQw,Tmo-0kTtLs4AayU9QR01Uw,JrG4NINLspXPNhSXg7Q07Q,5,2,0,0,"Not just brunch! We went for dinner on a Saturday evening and there was plenty of space. We had a reservation but really didn't need it. We started with the cashew queso, and had the veggie burger and banh mi as our meals, with a few cocktails along the way. Everything was tasty, and not even just tasty for vegetarian food. We loved it! Ended with a matcha mint vegan cheesecake which was amazing. We will be back!",2015-12-18 17:52:44,Front Street Cafe,1253 N Front St,Philadelphia,PA,19122,39.9702007,-75.1356343,4.0,716.0,1.0,"{'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'CoatCheck': 'True', 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'WiFi': ""u'free'"", 'BYOB': 'False', 'HasTV': 'False', 'Caters': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'Smoking': ""u'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'RestaurantsDelivery': 'None', 'HappyHour': 'True', 'Music': ""{'dj': False}"", 'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2'}","Coffee & Tea, Restaurants, Cafes, American (New), Cocktail Bars, Breakfast & Brunch, Vegan, Bars, Nightlife, Food, Juice Bars & Smoothies, Beer Gardens","{'Monday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-15:0'}"
47572,5853578,CHki9SIKVZcZ4AvgpO_29A,XrXmcgqTauOhoiptLO8mcA,9PZxjhTIU7OgPIzuGi89Ew,4,2,0,0,"A very cool west coast vibe, they have a freak'n low rider bicycle rotating above the bar...They put a very well received spin on mexican food and take it from basic to very sleek and tasty gourmet almost, while still retaining the essence that all of us love about mexican food. HIGHLY recommend. 

Would give it 5 stars but my server was TERRIBLE, she was freak'n snotty as hell, I hate that crap, almost ruined my experience...",2010-12-22 15:37:02,El Vez,121 S 13th St,Philadelphia,PA,19107,39.9497020026,-75.1617702842,4.0,3187.0,1.0,"{'RestaurantsReservations': 'True', 'BYOBCorkage': ""'no'"", 'Corkage': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'DogsAllowed': 'False', 'NoiseLevel': ""u'loud'"", 'DriveThru': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HappyHour': 'True', 'CoatCheck': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Lounges, Bars, Nightlife, Breakfast & Brunch, Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '16:0-0:30', 'Saturday': '16:0-22:0', 'Sunday': '12:0-22:0'}"
1238,108307,rcALDS0u5C8zWIYEmNMjug,3G9zwCpr-pxQhO2D8-wvxQ,Q-prSTdggNlxAEFV88BZOw,4,0,0,0,I like this Tria the best for their food selection. I came in once with a bunch of friends after a beer festival for some wine and food. The waitress dealt with us being a little loud which I appreciated. Definitely the best food of all the Tria's in the city.,2018-03-28 14:40:38,Tria Cafe Wash West,1137 Spruce St,Philadelphia,PA,19107,39.9466238,-75.1609139,4.5,770.0,1.0,"{'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForDancing': 'False', 'HasTV': 'False', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True'}","Beer, Wine & Spirits, Wine Bars, Modern European, American (New), Cheese Shops, Specialty Food, Food, Restaurants, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '14:0-20:0', 'Sunday': '14:0-20:0'}"
2202,191670,CfJx9ZRKgnY58NMyCgjsqg,wABHp4fGUC-0acRKhmQO2A,vUrTGX_7HxqeoQ_6QCVz6g,3,0,0,0,"I love the concept of this place - am always a fan of bringing ethnic cuisine to the fast casual sphere and executing it without sacrificing quality. I came here over the weekend, and clearly many others are in the same boat. It was packed but the line moved quickly. On top of that, our food arrived quickly and seating was still ample since the restaurant space is surprisingly large. 

As for what we actually ate there, we split:

+ Hummus w/ slow-roasted lamb - The meat & toppings mix was kind of funky and gamey tasting for some reason. Not as big of a fan as I am for Dizengoff's hummus & toppings. Suraya's hummus is also more neutral-tasting.

+ Shish taouk sandwich - stuffed with chicken, french fries, and some other stuff. Not bad, but wasn't super impressed compared to other Middle Eastern fare I've had in Philly.

+ Turmeric tea - very nice and liked the spices

The baked goods counter looked incredible, and I wanted to just sample a little of everything. In fact, I came close it and got a huge bag of pastries to go:

+ Cruller - one of the best I've had!
+ Flan patissier - this had Meyer lemon in it. Wasn't a huge fan, and comparable to other egg tarts I've had
+ Jalousie - not bad. Not as buttery or flavorful as I'd hoped
+ Chocolate pistachio (financier?) - same as above.

Again, I love the concept, the incredible design of the interior, etc. However when it came down to the food, I wasn't super impressed. In an area with tons of good restaurants, I still might take my friends to give this place another spin and because it's such an interesting space/food.",2018-03-02 20:17:37,Suraya,1528 Frankford Ave,Philadelphia,PA,19125,39.9736865005,-75.1339557767,4.5,1121.0,1.0,"{'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'Smoking': ""u'outdoor'"", 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'HappyHour': 'False', 'Corkage': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'None', 'BYOB': 'False', 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '3', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None'}","Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}"
3204,273671,zZ5xA6wJlaVyI1rqqagp7Q,0HjeAwCrfdbJgOAlP6b9Tw,BWITd9JUXP3gSi1z3Y-z8g,5,2,0,1,"I came back here for a date night and to bring the pooch to the ""pizza and puppies"" section and it was a wonderful night. Service was great. Some were coming over and giving my pup a bunch of love and he was in doggie heaven. 

The fried chickpeas they give you were a great unique touch to start the meal and were very tasty with the pistachios in it. The burrata and kale salad was done really well but would have appreciated a little more burrata for the price. We got a pasta this time and it was one of the best pasta dishes weve ever had. We did the pork/proscuitto tagliatteli and it was so ridiculously flavorful. Happy with all our choices. We did the quattro formaggi again because that cant be skipped, ever. 

Their beer selection is a bit odd and wines are a bit pricey for what it is, but we ended up discovering some great beers we hadn't had before. I'll definitely be back with the pup again! Favorite pizza in philly!",2015-08-05 17:10:42,In Riva,4116 Ridge Ave,Philadelphia,PA,19129,40.0078746,-75.1924072,4.0,729.0,0.0,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'HappyHour': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsGoodForGroups': 'True'}","Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
7440,777441,sHhWBRgNEPSKTw-05SZGqA,mhCgPTISrXtsYykVc_q5jQ,Iw8uqNPxviwcgxtruAx_LA,5,4,1,3,"I was just yelping around when I remembered I had never written about good dog and there bangin burgers!

AMAZING!!!! This is probably the best burger I have ever put in my mouth. Juicy and cheesy and oh so delicious.  The bar itself is great to excellent beers on tap and the service is always friendly.  I usually go there after a drunk Saturday with friends so its perfect to play some pool and soak up the alcohol with a burger and a mix of regular and sweet potato fries.  My mouth is watering just thinking about it.  Cant wait to go back a feed my burger craving.",2009-08-05 20:34:45,Good Dog Bar,224 S 15th St,Philadelphia,PA,19102,39.948793,-75.1662055,4.0,1279.0,1.0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'Caters': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'DogsAllowed': 'False', 'DriveThru': 'False', 'GoodForKids': 'False', 'GoodForDancing': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'BYOB': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'False'}","American (Traditional), Restaurants, Bars, Nightlife, Burgers, Sandwiches, Soup, Pubs","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
44922,5467423,Zew4fwkzukaQaNk14Bfb-Q,rxgoHeIus7ES4cGrg8DUqQ,v45E6gg6MrAziTepkiWByA,4,1,0,2,I came here for brunch and they have $20 bottomless mimosas. The food was pretty decent. We all ordered the standard eggs and a side. At the time I'm going to this restaurant they had seating outside in the glass area but now that there's Covid I'm not really sure if that area is open for dining in.,2021-02-09 16:03:15,Harper's Garden,31 S 18th St,Philadelphia,PA,19103,39.9522045,-75.1695409,4.0,516.0,1.0,"{'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'WiFi': ""'no'"", 'HasTV': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'None', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'HappyHour': 'True'}","Wine Bars, Bars, American (New), Nightlife, Tapas/Small Plates, Cocktail Bars, Restaurants, Beer Gardens, Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
3368,287336,9wvEzH0QQMNyy5I77gvtwQ,Mf2NAhMTiYk0DC0fZjhNMw,7lwe7n-Yc-V9E_HfLAeylg,5,0,0,0,"my fav local go-to. amazing brunch. amazing bloody marys. amazing cheese platters. love it here, so cozy and comfortable. great service always.",2011-12-30 16:09:32,Pub & Kitchen,1946 Lombard St,Philadelphia,PA,19146,39.9456566,-75.1747733,3.5,615.0,1.0,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'GoodForKids': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'Caters': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","Restaurants, Pubs, Food, Bars, American (New), Nightlife","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
11319,1088618,bhPjyOhkUFjx63JcFdzlSg,mWamaq-Awy6tf7U4bCtT1A,S8ZFYEgMejpChID8tzKo9A,3,1,0,0,"i know i used just 3 stars, but overall not a bad experience! not many vegetarian options on their restaurant week menu. we had a reservation and then had to wait by the bar area for close to 20 minutes. i have been long suspicious of restaurant week reservations being consistently ""10-15 minute"" waits, in the hopes that we consumers will pay a visit to their bar for a cocktail pre-dinner. but that's not how i roll, baby!

our server was sweet, atmosphere on a friday was LOUD, and i really enjoyed the cheese+apple+honey dish, although i cant remember the name.",2010-09-30 01:42:02,Amada,217 Chestnut St,Philadelphia,PA,19106,39.9485863525,-75.1449131188,4.0,2109.0,1.0,"{'Corkage': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'GoodForKids': 'False', 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Spanish, Restaurants, Breakfast & Brunch, Tapas Bars, Iberian","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}"
23187,2569605,W99iE3wA2FbCi--mWDRObQ,KW-X4cQ2yBZYVUjFaAY04A,irXywqvfXj9maLLOBQMYvg,3,2,0,1,"PROS: Cheap, giant portions, great flatbread, nice ambiance
CONS: Vegetarian toppings

I ordered the zatar manakeesh and the falafel manakeesh. I gotta say, I've had better falafel elsewhere and the zatar was way too salty that I couldn't even eat it. It sure seems like the meat toppings were better. The flatbread itself was really good though!",2012-05-19 13:29:17,Manakeesh Cafe Bakery & Grill,4420 Walnut St,Philadelphia,PA,19104,39.9549844,-75.2115232,4.0,646.0,1.0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'False', 'Corkage': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BYOB': 'False'}","Bakeries, Food, Mediterranean, Breakfast & Brunch, Middle Eastern, Restaurants, Lebanese, Coffee & Tea, Halal","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '14:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:0'}"
19838,2173703,BcYCOU08XUI3jGvqhl4HWg,wqrbPeGf-bimRXU5t1x5Aw,IkY2ticzHEn4QFn8hQLSWg,1,9,6,2,"Geno's, you a trap, you should start a DJ gig. Soggy roll, dry steak, no flavors. The whiz had a funny, moldy flavor. The entire cheesecake tasted weeks old. My friend from Germany was visiting Philadelphia for the 1st time, the fame of Geno's (locally notorious) raised her expectations but we were both disappointed after our visit. Not only the cashier chick made fun of her accent as ""sounding Eastern European"" (Ya know what she's implying) and asked me twice to order in English before I even opened my precious mouth. NAH GIRL NAH. Just because I don't look american it doesn't mean I don't speak English. Have you heard of Multilingualism??? Oh course not because you are ignorant. 
DONT GO THERE.",2015-02-03 13:02:28,Geno's Steaks,1219 S 9th St,Philadelphia,PA,19147,39.933836785,-75.1588137524,2.5,3401.0,1.0,"{'RestaurantsReservations': 'False', 'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Sandwiches, Cheesesteaks, Steakhouses, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
